# STATION: WBB,,,,,,,,,,,,,,,,
# STATION NAME: U of U William Browning Building,,,,,,,,,,,,,,,,
# LATITUDE: 40.76623,,,,,,,,,,,,,,,,
# LONGITUDE: -111.84755,,,,,,,,,,,,,,,,
# ELEVATION [ft]: 4806,,,,,,,,,,,,,,,,
# STATE: UT,,,,,,,,,,,,,,,,
,,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_five_minute_set_1,volt_set_1,solar_radiation_set_1,precip_accum_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,altimeter_set_1d
Station_ID,Date_Time,Pascals,Celsius,%,Meters/second,Degrees,Meters/second,Millimeters,volts,W/m**2,Millimeters,Celsius,Celsius,Degrees,Celsius,Pascals
WBB,06/01/2015 17:00 MDT,84707,30.23,9.07,8.78,210.4,14.11,,12.93,372.2,,-5.85,24.58,SSW,27.96,101078.46
WBB,06/01/2015 17:05 MDT,84705,29.66,9.11,10.22,212.8,15.19,,12.86,334.6,,-6.23,23.17,SSW,27.54,101076.08
WBB,06/01/2015 17:10 MDT,84706,29.63,9.72,7.01,199.3,13.72,,12.88,296.5,,-5.42,,SSW,27.56,101077.27
WBB,06/01/2015 17:15 MDT,84700,29.96,10.07,6.44,210.1,11.76,,12.88,534.8,,-4.7,,SSW,27.84,101070.11
WBB,06/01/2015 17:20 MDT,84699,30.46,9.99,6.16,209.4,11.56,,12.93,585.4,,-4.42,,SSW,28.21,101068.92
WBB,06/01/2015 17:25 MDT,84690,30.45,9.52,6.51,208.4,14.31,,12.86,396.4,,-5.06,,SSW,28.16,101058.18
WBB,06/01/2015 17:30 MDT,84690,30.33,9.85,7.06,198.1,13.03,,12.94,457.8,,-4.71,,SSW,28.1,101058.18
WBB,06/01/2015 17:35 MDT,84688,30.07,9.94,8.72,193.1,16.85,,12.93,312.3,,-4.79,24.43,SSW,27.91,101055.79
WBB,06/01/2015 17:40 MDT,84696,29.95,10.62,5.67,205.1,10.88,,12.87,228,,-4.02,,SSW,27.88,101065.34
WBB,06/01/2015 17:45 MDT,84689,29.65,10.63,5.79,209,11.46,,12.94,246,,-4.24,,SSW,27.65,101056.99
WBB,06/01/2015 17:50 MDT,84672,29.99,9.35,9.63,196.6,17.54,,12.88,433.7,,-5.64,23.85,SSW,27.8,101036.7
WBB,06/01/2015 17:55 MDT,84679,29.8,8.47,9.57,217.5,15.38,,12.87,204.6,,-7.06,23.66,SW,27.59,101045.05
WBB,06/01/2015 18:00 MDT,84684,29.64,8.67,7.73,215.6,12.93,,12.88,323.3,,-6.88,,SW,27.49,101051.02
WBB,06/01/2015 18:05 MDT,84679,29.76,8.64,7.69,217,13.72,,12.88,291.9,,-6.84,,SW,27.57,101045.05
WBB,06/01/2015 18:10 MDT,84673,29.49,8.9,6.78,216,12.44,,12.87,194.2,,-6.66,,SW,27.39,101037.89
WBB,06/01/2015 18:15 MDT,84673,29.41,8.99,6.67,213.3,12.84,,12.94,188.6,,-6.59,,SSW,27.34,101037.89
WBB,06/01/2015 18:20 MDT,84676,29.37,8.63,7.39,221,11.95,,12.89,168.7,,-7.15,,SW,27.28,101041.47
WBB,06/01/2015 18:25 MDT,84671,29.33,8.87,6.45,222.8,11.07,,12.87,140.6,,-6.83,,SW,27.27,101035.51
WBB,06/01/2015 18:30 MDT,84673,29.21,9.1,8.38,226.9,12.93,,12.94,112.7,,-6.59,23.6,SW,27.2,101037.89
WBB,06/01/2015 18:35 MDT,84670,29.14,9.33,6.48,226.8,10.78,,12.95,92.1,,-6.33,,SW,27.17,101034.31
WBB,06/01/2015 18:40 MDT,84640,26.94,19.25,12.22,347.7,19.99,,12.88,79.24,,1.58,18.97,NNW,26.19,100998.52
WBB,06/01/2015 18:45 MDT,84687,24.53,25.45,9.19,359.5,13.42,,12.95,63.32,,3.45,17.6,N,,101054.6
WBB,06/01/2015 18:50 MDT,84690,24.91,22.66,8.85,357.1,13.33,,12.95,56.58,,2.14,18.25,N,,101058.18
WBB,06/01/2015 18:55 MDT,84708,24.72,23.94,7.25,357.7,10.68,,12.96,43.72,,2.75,,N,,101079.66
WBB,06/01/2015 19:00 MDT,84722,24.85,22.99,7.65,346.8,10.78,,12.96,40.18,,2.29,,NNW,,101096.36
WBB,06/01/2015 19:05 MDT,84735,24.59,23.85,6.66,356.2,12.35,,12.89,48.47,,2.59,,N,,101111.88
WBB,06/01/2015 19:10 MDT,84745,24.56,23.49,6.63,0.73,10.78,,12.92,75.65,,2.35,,N,,101123.81
WBB,06/01/2015 19:15 MDT,84741,24.4,24.11,6.65,4.09,8.92,,12.97,101.9,,2.58,,N,,101119.04
WBB,06/01/2015 19:20 MDT,84728,24.69,22.33,5.72,13.88,9.99,,12.93,140.1,,1.75,,NNE,,101103.52
WBB,06/01/2015 19:25 MDT,84729,24.98,21.24,5.55,11.14,8.23,,12.92,140.7,,1.3,,N,,101104.72
WBB,06/01/2015 19:30 MDT,84727,25.21,20.06,3.37,23.8,6.76,,12.98,109,,0.71,,NNE,,101102.33
WBB,06/01/2015 19:35 MDT,84713,25.54,18.68,2.76,7.39,5,,12.9,94.3,,0,,N,,101085.62
WBB,06/01/2015 19:40 MDT,84713,25.89,17,3.17,359.6,5.98,,12.91,76.39,,-0.99,,N,,101085.62
WBB,06/01/2015 19:45 MDT,84731,25.86,17.54,3.22,324.4,5.59,,12.99,67.76,,-0.59,,NW,,101107.1
WBB,06/01/2015 19:50 MDT,84755,25.58,18.52,3.89,317.3,5.29,,12.92,80,,-0.08,,NW,,101135.74
WBB,06/01/2015 19:55 MDT,84725,25.3,19.46,3.75,5.04,5.88,,12.92,59.92,,0.36,,N,,101099.94
WBB,06/01/2015 20:00 MDT,84727,25.21,19.1,4.06,352.9,6.17,,12.99,33.49,,0.03,,N,,101102.33
WBB,06/01/2015 20:05 MDT,84745,25.34,18.64,3.61,349.9,6.56,,12.94,27.88,,-0.19,,N,,101123.81
WBB,06/01/2015 20:10 MDT,84765,24.96,19.96,4,341.9,6.66,,12.91,26.23,,0.43,,NNW,,101147.67
WBB,06/01/2015 20:15 MDT,84771,24.69,20.69,5.02,356.6,7.25,,12.94,24.81,,0.7,,N,,101154.83
WBB,06/01/2015 20:20 MDT,84763,24.29,21.71,5.4,10.76,8.03,,12.93,24.93,,1.02,,N,,101145.29
WBB,06/01/2015 20:25 MDT,84770,24.32,21.23,5.71,3.33,7.74,,13,21.52,,0.74,,N,,101153.64
WBB,06/01/2015 20:30 MDT,84800,24.23,21.81,4.26,342.4,6.76,,12.93,18.9,,1.04,,NNW,,101189.44
WBB,06/01/2015 20:35 MDT,84791,23.96,22.47,4.67,359.5,7.16,,13,15.14,,1.22,,N,,101178.7
WBB,06/01/2015 20:40 MDT,84768,24.03,21.53,4.54,36.75,8.72,,12.95,12.44,,0.69,,NE,,101151.25
WBB,06/01/2015 20:45 MDT,84777,24.28,20.27,5.54,21.15,8.03,,13.01,8.28,,0.07,,NNE,,101161.99
WBB,06/01/2015 20:50 MDT,84764,24.31,20.19,5.72,27.31,9.21,,13.01,4.49,,0.04,,NNE,,101146.48
WBB,06/01/2015 20:55 MDT,84784,24.12,21.14,2.65,331.9,7.45,,12.95,2.68,,0.51,,NNW,,101170.35
WBB,06/01/2015 21:00 MDT,84783,23.74,22.2,1.15,132.2,2.74,,13.01,1.62,,0.87,,SE,,101169.15
WBB,06/01/2015 21:05 MDT,84785,23.55,22.58,1.18,160.6,2.45,,13.01,0.9,,0.94,,SSE,,101171.54
WBB,06/01/2015 21:10 MDT,84795,23.61,23.1,3.28,145.5,5.68,,12.96,0.45,,1.31,,SE,,101183.47
WBB,06/01/2015 21:15 MDT,84818,23.53,24.83,2.27,185.9,3.72,,13.02,0.13,,2.25,,S,,101210.92
WBB,06/01/2015 21:20 MDT,84832,23.26,26.49,1.74,186.3,3.53,,12.96,0,,2.92,,S,,101227.62
WBB,06/01/2015 21:25 MDT,84828,22.95,27.5,2.73,137.5,4.12,,12.95,0,,3.18,,SE,,101222.85
WBB,06/01/2015 21:30 MDT,84825,22.83,27.16,4.09,115.5,5.29,,13.03,0,,2.9,,ESE,,101219.27
WBB,06/01/2015 21:35 MDT,84834,22.35,27.77,4.03,101.9,5.2,,12.98,0,,2.8,,ESE,,101230.01
WBB,06/01/2015 21:40 MDT,84842,21.95,28.96,4.09,108.1,5.78,,12.96,0,,3.04,,ESE,,101239.56
WBB,06/01/2015 21:45 MDT,84840,22.02,29.55,4.86,111.9,7.16,,12.98,0,,3.39,,ESE,,101237.17
WBB,06/01/2015 21:50 MDT,84850,22.06,30.05,4.18,118.2,6.27,,13.03,0,,3.66,,ESE,,101249.1
WBB,06/01/2015 21:55 MDT,84854,22.15,30.22,3.38,120.9,4.7,,12.97,0,,3.82,,ESE,,101253.88
WBB,06/01/2015 22:00 MDT,84867,21.84,29.56,3.4,112.9,6.27,,13.04,0,,3.24,,ESE,,101269.39
WBB,06/01/2015 22:05 MDT,84878,21.98,28.86,3.8,118.3,6.66,,12.97,0,,3.02,,ESE,,101282.51
WBB,06/01/2015 22:10 MDT,84878,21.78,27.92,3.88,124.5,5.29,,12.99,0,,2.38,,SE,,101282.51
WBB,06/01/2015 22:15 MDT,84875,21.27,28.35,3.55,117.4,5.09,,13.06,0,,2.15,,ESE,,101278.93
WBB,06/01/2015 22:20 MDT,84884,21.38,27.6,2.86,141.7,3.92,,13.05,0,,1.87,,SE,,101289.67
WBB,06/01/2015 22:25 MDT,84905,20.95,28.62,1.36,130.8,3.33,,13.01,0,,2.01,,SE,,101314.73
WBB,06/01/2015 22:30 MDT,84910,20.68,29.78,2,155.5,3.04,,13.06,0,,2.33,,SSE,,101320.7
WBB,06/01/2015 22:35 MDT,84895,20.52,31.44,2.36,130.9,3.92,,12.99,0,,2.95,,SE,,101302.8
WBB,06/01/2015 22:40 MDT,84905,20.55,32,2.26,132.3,3.63,,12.98,0,,3.23,,SE,,101314.73
WBB,06/01/2015 22:45 MDT,84926,20.14,31.31,1.39,156.3,2.84,,13.07,0,,2.56,,SSE,,101339.79
WBB,06/01/2015 22:50 MDT,84925,19.88,32.18,1.91,123.7,2.94,,12.99,0,,2.72,,ESE,,101338.6
WBB,06/01/2015 22:55 MDT,84911,20.01,32.94,2.39,115.3,2.84,,13.02,0,,3.16,,ESE,,101321.89
WBB,06/01/2015 23:00 MDT,84916,19.77,32.08,2.28,97,2.94,,13.07,0,,2.57,,E,,101327.86
WBB,06/01/2015 23:05 MDT,84926,19.71,32.75,1.49,111.9,1.96,,13.01,0,,2.81,,ESE,,101339.79
WBB,06/01/2015 23:10 MDT,84927,19.57,32.92,2.02,101.7,2.74,,13.09,0,,2.76,,ESE,,101340.98
WBB,06/01/2015 23:15 MDT,84920,19.76,33.65,2.33,109.3,2.74,,13.09,0,,3.24,,ESE,,101332.63
WBB,06/01/2015 23:20 MDT,84918,19.46,34.02,2.73,83.9,3.23,,13.09,0,,3.13,,E,,101330.25
WBB,06/01/2015 23:25 MDT,84918,19.28,33.38,2.78,84.3,3.53,,13.1,0,,2.7,,E,,101330.25
WBB,06/01/2015 23:30 MDT,84919,19.21,35.45,2.36,62.93,3.43,,13.1,0,,3.49,,ENE,,101331.44
WBB,06/01/2015 23:35 MDT,84919,18.93,35.82,2.61,72.04,3.43,,13.1,0,,3.39,,ENE,,101331.44
WBB,06/01/2015 23:40 MDT,84918,18.84,36.18,2.93,69.49,4.31,,13.05,0,,3.45,,ENE,,101330.25
WBB,06/01/2015 23:45 MDT,84908,19.17,34.96,3.72,83.8,4.51,,13.11,0,,3.26,,E,,101318.31
WBB,06/01/2015 23:50 MDT,84905,19.36,33.2,3.27,89.7,4.12,,13.04,0,,2.7,,E,,101314.73
WBB,06/01/2015 23:55 MDT,84906,19.47,32.76,2.41,91.7,3.23,,13.04,0,,2.61,,E,,101315.93
WBB,06/02/2015 00:00 MDT,84905,19.45,32.38,2.3,83.6,3.13,,13.11,0,,2.42,,E,,101314.73
WBB,06/02/2015 00:05 MDT,84906,19.32,34.04,2.03,59.02,2.55,,13.11,0,,3.01,,ENE,,101315.93
WBB,06/02/2015 00:10 MDT,84905,19.02,34.88,1.65,63.69,2.45,,13.12,0,,3.09,,ENE,,101314.73
WBB,06/02/2015 00:15 MDT,84905,19.23,33.61,2.34,86.4,3.63,,13.12,0,,2.75,,E,,101314.73
WBB,06/02/2015 00:20 MDT,84902,19.93,32.01,3.23,89.5,4.12,,13.12,0,,2.69,,E,,101311.15
WBB,06/02/2015 00:25 MDT,84903,20.22,31.64,2.63,86.2,3.92,,13.12,0,,2.78,,E,,101312.35
WBB,06/02/2015 00:30 MDT,84905,19.85,32.7,1.8,86.3,2.35,,13.12,0,,2.92,,E,,101314.73
WBB,06/02/2015 00:35 MDT,84907,19.66,34.19,1.41,74.61,2.16,,13.05,0,,3.38,,ENE,,101317.12
WBB,06/02/2015 00:40 MDT,84907,19.31,34.27,1.24,82.7,1.57,,13.07,0,,3.1,,E,,101317.12
WBB,06/02/2015 00:45 MDT,84905,19.11,34.68,1.26,59.32,2.16,,13.12,0,,3.09,,ENE,,101314.73
WBB,06/02/2015 00:50 MDT,84907,18.91,34.56,1.49,74.49,2.06,,13.06,0,,2.86,,ENE,,101317.12
WBB,06/02/2015 00:55 MDT,84913,18.85,33.85,1.45,71.52,2.16,,13.12,0,,2.52,,ENE,,101324.28
WBB,06/02/2015 01:00 MDT,84910,18.76,34.95,1.61,63.48,2.55,,13.13,0,,2.89,,ENE,,101320.7
WBB,06/02/2015 01:05 MDT,84908,18.73,34.52,2.39,55.11,3.33,,13.07,0,,2.69,,NE,,101318.31
WBB,06/02/2015 01:10 MDT,84908,18.69,35.4,2.4,56.83,3.23,,13.07,0,,3.01,,ENE,,101318.31
WBB,06/02/2015 01:15 MDT,84910,18.69,35.45,2.2,54.78,3.23,,13.14,0,,3.03,,NE,,101320.7
WBB,06/02/2015 01:20 MDT,84917,18.58,36.05,1.94,56.3,2.94,,13.08,0,,3.17,,ENE,,101329.05
WBB,06/02/2015 01:25 MDT,84916,18.65,35.4,2.3,49.23,3.72,,13.1,0,,2.97,,NE,,101327.86
WBB,06/02/2015 01:30 MDT,84915,18.43,35.88,2.71,53.01,3.63,,13.07,0,,2.97,,NE,,101326.67
WBB,06/02/2015 01:35 MDT,84915,18.43,35.61,1.45,57.53,2.35,,13.07,0,,2.86,,ENE,,101326.67
WBB,06/02/2015 01:40 MDT,84911,18.47,35.5,1.88,47.53,2.94,,13.07,0,,2.85,,NE,,101321.89
WBB,06/02/2015 01:45 MDT,84909,18.25,36.04,1.67,60.75,3.23,,13.14,0,,2.87,,ENE,,101319.51
WBB,06/02/2015 01:50 MDT,84908,18.04,36.38,2.05,49.61,2.94,,13.09,0,,2.81,,NE,,101318.31
WBB,06/02/2015 01:55 MDT,84901,18.04,35.68,2.88,43.31,3.92,,13.09,0,,2.54,,NE,,101309.96
WBB,06/02/2015 02:00 MDT,84897,17.99,35.79,2.75,43.76,4.12,,13.14,0,,2.54,,NE,,101305.19
WBB,06/02/2015 02:05 MDT,84896,18.04,35.32,2.23,72.61,4.12,,13.08,0,,2.4,,ENE,,101303.99
WBB,06/02/2015 02:10 MDT,84894,18.18,35.19,2.05,56.68,3.63,,13.08,0,,2.47,,ENE,,101301.61
WBB,06/02/2015 02:15 MDT,84892,18.35,33.96,2.2,38,3.13,,13.14,0,,2.12,,NE,,101299.22
WBB,06/02/2015 02:20 MDT,84892,18.42,34.33,2.4,18.52,3.13,,13.08,0,,2.34,,NNE,,101299.22
WBB,06/02/2015 02:25 MDT,84892,18.32,35.04,2.77,19.82,3.53,,13.08,0,,2.53,,NNE,,101299.22
WBB,06/02/2015 02:30 MDT,84892,18.37,35.19,2.41,11.52,2.74,,13.15,0,,2.64,,NNE,,101299.22
WBB,06/02/2015 02:35 MDT,84891,18.43,34.96,2.74,19.41,3.33,,13.14,0,,2.6,,NNE,,101298.03
WBB,06/02/2015 02:40 MDT,84892,18.35,35,2.49,21.86,2.94,,13.15,0,,2.54,,NNE,,101299.22
WBB,06/02/2015 02:45 MDT,84893,18.38,34.78,2.13,26.04,2.74,,13.14,0,,2.48,,NNE,,101300.41
WBB,06/02/2015 02:50 MDT,84896,18.53,34.21,1.94,19.29,2.35,,13.08,0,,2.38,,NNE,,101303.99
WBB,06/02/2015 02:55 MDT,84892,18.53,33.94,2.28,21.39,2.74,,13.08,0,,2.27,,NNE,,101299.22
WBB,06/02/2015 03:00 MDT,84893,18.5,33.69,2.64,17.61,3.33,,13.15,0,,2.14,,NNE,,101300.41
WBB,06/02/2015 03:05 MDT,84893,18.41,33.86,2.64,22.16,3.23,,13.14,0,,2.13,,NNE,,101300.41
WBB,06/02/2015 03:10 MDT,84895,18.38,33.85,2.62,13.82,3.04,,13.09,0,,2.1,,NNE,,101302.8
WBB,06/02/2015 03:15 MDT,84892,18.5,33.52,2.72,14.88,3.23,,13.15,0,,2.07,,NNE,,101299.22
WBB,06/02/2015 03:20 MDT,84890,18.54,33.21,2.41,35.06,3.04,,13.14,0,,1.98,,NE,,101296.83
WBB,06/02/2015 03:25 MDT,84888,18.64,32.6,2.98,48.44,3.53,,13.13,0,,1.8,,NE,,101294.45
WBB,06/02/2015 03:30 MDT,84889,18.61,32.53,2.85,40.35,3.43,,13.08,0,,1.75,,NE,,101295.64
WBB,06/02/2015 03:35 MDT,84891,18.64,32.34,2.75,39.52,3.72,,13.09,0,,1.69,,NE,,101298.03
WBB,06/02/2015 03:40 MDT,84892,18.63,32.14,2.93,39.31,3.92,,13.15,0,,1.6,,NE,,101299.22
WBB,06/02/2015 03:45 MDT,84892,18.57,32.04,2.92,34.4,3.82,,13.15,0,,1.5,,NE,,101299.22
WBB,06/02/2015 03:50 MDT,84892,18.64,32.24,2.55,27.66,3.13,,13.07,0,,1.65,,NNE,,101299.22
WBB,06/02/2015 03:55 MDT,84892,18.53,32.91,2.41,12.97,3.04,,13.15,0,,1.84,,NNE,,101299.22
WBB,06/02/2015 04:00 MDT,84895,18.28,33.72,1.72,22.71,2.35,,13.09,0,,1.96,,NNE,,101302.8
WBB,06/02/2015 04:05 MDT,84905,17.94,35.42,0.64,359.5,1.76,,13.07,0,,2.35,,N,,101314.73
WBB,06/02/2015 04:10 MDT,84905,17.6,35.98,0.8,31.04,1.57,,13.1,0,,2.27,,NNE,,101314.73
WBB,06/02/2015 04:15 MDT,84902,17.46,36.47,1.31,29.16,2.16,,13.1,0,,2.33,,NNE,,101311.15
WBB,06/02/2015 04:20 MDT,84904,17.47,36.37,1.23,35.64,2.06,,13.1,0,,2.3,,NE,,101313.54
WBB,06/02/2015 04:25 MDT,84905,17.22,37.66,0.25,21.46,0.98,,13.12,0,,2.57,,NNE,,101314.73
WBB,06/02/2015 04:30 MDT,84906,17.01,37.67,0.81,45.47,1.57,,13.16,0,,2.38,,NE,,101315.93
WBB,06/02/2015 04:35 MDT,84907,17.23,36.94,1.68,32.09,2.25,,13.09,0,,2.31,,NNE,,101317.12
WBB,06/02/2015 04:40 MDT,84908,17.62,35.89,2.22,39.03,2.74,,13.1,0,,2.25,,NE,,101318.31
WBB,06/02/2015 04:45 MDT,84912,17.62,35.13,1.95,45.82,2.64,,13.16,0,,1.95,,NE,,101323.09
WBB,06/02/2015 04:50 MDT,84921,17.54,35.93,1.09,104.9,1.96,,13.1,0,,2.19,,ESE,,101333.83
WBB,06/02/2015 04:55 MDT,84924,17.19,36.39,1.1,40.84,2.35,,13.17,0,,2.06,,NE,,101337.4
WBB,06/02/2015 05:00 MDT,84927,17.15,37.06,0.31,23.39,0.98,,13.17,0,,2.28,,NNE,,101340.98
WBB,06/02/2015 05:05 MDT,84930,16.8,40.79,0.1,3.31,1.18,,13.09,0,,3.32,,N,,101344.56
WBB,06/02/2015 05:10 MDT,84938,16.55,38.96,0.99,8.92,2.06,,13.1,0,,2.45,,N,,101354.11
WBB,06/02/2015 05:15 MDT,84939,16.58,38.36,1.79,18.27,2.55,,13.09,0,,2.25,,NNE,,101355.3
WBB,06/02/2015 05:20 MDT,84938,16.81,37.23,2.58,12.81,3.23,,13.18,0,,2.04,,NNE,,101354.11
WBB,06/02/2015 05:25 MDT,84940,16.89,37.25,1.7,27.86,2.16,,13.13,0,,2.12,,NNE,,101356.5
WBB,06/02/2015 05:30 MDT,84940,17,37.61,1.69,39.56,2.45,,13.12,0,,2.35,,NE,,101356.5
WBB,06/02/2015 05:35 MDT,84946,17.29,34.87,2.3,25.39,3.23,,13.18,0,,1.55,,NNE,,101363.66
WBB,06/02/2015 05:40 MDT,84954,17.24,34.65,2.25,25.92,3.33,,13.13,0.06,,1.42,,NNE,,101373.2
WBB,06/02/2015 05:45 MDT,84956,17.2,35.13,2.38,18.06,3.63,,13.18,0.44,,1.57,,NNE,,101375.59
WBB,06/02/2015 05:50 MDT,84968,16.83,37.28,1.99,12.31,2.55,,13.18,1.11,,2.08,,NNE,,101389.91
WBB,06/02/2015 05:55 MDT,84969,16.79,37.12,1.95,11.35,2.74,,13.11,1.45,,1.98,,NNE,,101391.1
WBB,06/02/2015 06:00 MDT,84970,17.19,35.89,2.4,21.45,3.04,,13.18,1.92,,1.86,,NNE,,101392.3
WBB,06/02/2015 06:05 MDT,84976,17.49,35.66,2.2,23.09,2.84,,13.18,3.96,,2.04,,NNE,,101399.46
WBB,06/02/2015 06:10 MDT,84980,17.53,35.48,2.29,39.62,3.04,,13.19,7.75,,2.01,,NE,,101404.23
WBB,06/02/2015 06:15 MDT,84982,17.6,33.81,2.44,32.86,2.74,,13.18,10.87,,1.39,,NNE,,101406.61
WBB,06/02/2015 06:20 MDT,84988,17.57,33.65,2.41,24.56,2.94,,13.13,13.86,,1.3,,NNE,,101413.77
WBB,06/02/2015 06:25 MDT,84989,17.7,33.29,2.54,17.01,3.04,,13.13,16.55,,1.27,,NNE,,101414.97
WBB,06/02/2015 06:30 MDT,84995,17.8,32.83,2.78,14.18,3.33,,13.18,19.71,,1.16,,NNE,,101422.13
WBB,06/02/2015 06:35 MDT,85001,17.76,32.94,2.69,13.95,3.33,,13.11,23.04,,1.17,,NNE,,101429.29
WBB,06/02/2015 06:40 MDT,85004,17.48,33.83,2.63,22.64,3.04,,13.12,25.94,,1.3,,NNE,,101432.87
WBB,06/02/2015 06:45 MDT,85009,17.21,35,2.26,20.61,3.23,,13.18,40.63,,1.53,,NNE,,101438.83
WBB,06/02/2015 06:50 MDT,85020,17.53,33.87,2.77,23.26,3.43,,13.12,59.55,,1.36,,NNE,,101451.96
WBB,06/02/2015 06:55 MDT,85023,17.71,33.57,3.17,21.39,4.12,,13.12,58.67,,1.39,,NNE,,101455.54
WBB,06/02/2015 07:00 MDT,85030,17.6,34.19,2.99,24.85,3.92,,13.17,56.94,,1.55,,NNE,,101463.89
WBB,06/02/2015 07:05 MDT,85034,17.81,33.4,2.99,26.06,3.72,,13.1,104,,1.41,,NNE,,101468.66
WBB,06/02/2015 07:10 MDT,85035,18.12,32.7,3.04,25.33,3.92,,13.1,129.3,,1.39,,NNE,,101469.86
WBB,06/02/2015 07:15 MDT,85034,18.19,32.53,3.18,31.61,4.02,,13.17,163.1,,1.38,,NNE,,101468.66
WBB,06/02/2015 07:20 MDT,85033,18.49,31.32,2.86,34.28,3.72,,13.13,177.5,,1.11,,NE,,101467.47
WBB,06/02/2015 07:25 MDT,85040,18.72,31.18,2.59,34.27,3.53,,13.1,192.7,,1.25,,NE,,101475.82
WBB,06/02/2015 07:30 MDT,85049,18.75,32.36,1.41,10.5,2.35,,13.11,206.2,,1.8,,N,,101486.56
WBB,06/02/2015 07:35 MDT,85053,18.79,33.26,1.01,7.03,1.67,,13.1,217.5,,2.22,,N,,101491.34
WBB,06/02/2015 07:40 MDT,85054,19.78,31.85,0.26,18.65,1.18,,13.15,234.1,,2.48,,NNE,,101492.53
WBB,06/02/2015 07:45 MDT,85059,20.9,30.18,0.13,224.3,0.78,,13.15,242.6,,2.71,,SW,,101498.5
WBB,06/02/2015 07:50 MDT,85070,20.87,32.45,0.6,194.5,1.28,,13.08,268.4,,3.71,,SSW,,101511.62
WBB,06/02/2015 07:55 MDT,85080,20.74,33.06,0.66,208.1,2.06,,13.11,299.6,,3.86,,SSW,,101523.56
WBB,06/02/2015 08:00 MDT,85081,19.69,33.67,0.91,255.3,1.76,,13.13,294.4,,3.19,,WSW,,101524.75
WBB,06/02/2015 08:05 MDT,85081,19.41,35.97,0.68,256.9,1.37,,13.14,267.3,,3.88,,WSW,,101524.75
WBB,06/02/2015 08:10 MDT,85084,19.98,35.47,0.16,189.5,0.88,,13.14,300,,4.18,,S,,101528.33
WBB,06/02/2015 08:15 MDT,85091,20.72,33.78,0.64,227.7,1.57,,13.14,354.3,,4.15,,SW,,101536.68
WBB,06/02/2015 08:20 MDT,85097,19.79,36.45,1.24,275.7,2.16,,13.08,349.4,,4.4,,W,,101543.84
WBB,06/02/2015 08:25 MDT,85105,19.74,38.22,0.96,263.3,2.16,,13.13,349,,5.04,,W,,101553.39
WBB,06/02/2015 08:30 MDT,85107,20.38,37.56,0.59,269.2,1.47,,13.05,392.6,,5.36,,W,,101555.77
WBB,06/02/2015 08:35 MDT,85108,20.62,37.78,0.8,269.9,2.25,,13.12,402.6,,5.66,,W,,101556.97
WBB,06/02/2015 08:40 MDT,85110,20.27,38.58,1.49,291.7,3.13,,13.04,407.5,,5.65,,WNW,,101559.35
WBB,06/02/2015 08:45 MDT,85117,20.05,40,1.5,308.2,2.25,,13.11,435.9,,5.98,,NW,,101567.71
WBB,06/02/2015 08:50 MDT,85122,20.4,40.32,1.12,312.8,2.55,,13.1,444.5,,6.41,,NW,,101573.67
WBB,06/02/2015 08:55 MDT,85126,20.71,41.13,0.99,257,2.45,,13.03,453.1,,6.98,,WSW,,101578.45
WBB,06/02/2015 09:00 MDT,85129,20.08,43.69,2.03,257.8,3.13,,13.04,475.3,,7.29,,WSW,,101582.03
WBB,06/02/2015 09:05 MDT,85128,20.18,43.42,1.05,308.2,2.06,,13.09,490.1,,7.29,,NW,,101580.83
WBB,06/02/2015 09:10 MDT,85126,20.55,42.52,1.73,297.5,2.74,,13,508.8,,7.32,,WNW,,101578.45
WBB,06/02/2015 09:15 MDT,85127,20.12,45.38,1.93,255.6,3.04,,13.02,521.2,,7.88,,WSW,,101579.64
WBB,06/02/2015 09:20 MDT,85127,20.61,43.56,1.22,276.4,2.35,,13.01,535.9,,7.73,,W,,101579.64
WBB,06/02/2015 09:25 MDT,85127,21.05,42.32,1.34,282.2,2.64,,13.07,551.7,,7.7,,WNW,,101579.64
WBB,06/02/2015 09:30 MDT,85127,21.31,42.26,1.09,288.7,2.55,,13.07,566.5,,7.92,,WNW,,101579.64
WBB,06/02/2015 09:35 MDT,85127,21.85,39.76,1.08,283.3,3.04,,13,579.7,,7.51,,WNW,,101579.64
WBB,06/02/2015 09:40 MDT,85126,21.83,37.48,1.89,278.3,4.12,,13.06,594.1,,6.63,,W,,101578.45
WBB,06/02/2015 09:45 MDT,85130,21.1,40.69,3.01,266.4,5.68,,13.06,608.8,,7.17,,W,,101583.22
WBB,06/02/2015 09:50 MDT,85136,21.31,35.35,2.7,281.4,5.68,,13.05,624.3,,5.32,,WNW,,101590.38
WBB,06/02/2015 09:55 MDT,85136,21.44,32.69,2.74,278.4,5.39,,12.98,637,,4.31,,W,,101590.38
WBB,06/02/2015 10:00 MDT,85138,21.48,33.78,2.95,304.4,6.08,,13.04,650.3,,4.82,,NW,,101592.77
WBB,06/02/2015 10:05 MDT,85142,21.27,32.15,2.41,310.6,4.41,,13.03,661.1,,3.93,,NW,,101597.54
