# STATION: WBB,,,,,,,,,,,,,,,,
# STATION NAME: U of U William Browning Building,,,,,,,,,,,,,,,,
# LATITUDE: 40.76623,,,,,,,,,,,,,,,,
# LONGITUDE: -111.84755,,,,,,,,,,,,,,,,
# ELEVATION [ft]: 4806,,,,,,,,,,,,,,,,
# STATE: UT,,,,,,,,,,,,,,,,
,,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_five_minute_set_1,volt_set_1,solar_radiation_set_1,precip_accum_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,altimeter_set_1d
Station_ID,Date_Time,Pascals,Celsius,%,Meters/second,Degrees,Meters/second,Millimeters,volts,W/m**2,Millimeters,Celsius,Celsius,Degrees,Celsius,Pascals
WBB,06/29/2015 01:00 MDT,85280,31.8,17.49,5.97,66.24,9.21,,12.95,0,,4.26,,ENE,29.69,101762.21
WBB,06/29/2015 01:05 MDT,85280,31.7,17.8,5.7,62.18,7.94,,12.95,0,,4.43,,ENE,29.61,101762.21
WBB,06/29/2015 01:10 MDT,85283,31.53,18.24,4.59,60.64,6.47,,12.88,0,,4.63,,ENE,29.48,101765.79
WBB,06/29/2015 01:15 MDT,85277,31.49,18.19,5.58,58.4,8.23,,12.95,0,,4.56,,ENE,29.44,101758.63
WBB,06/29/2015 01:20 MDT,85272,31.44,18.18,6.9,56.48,9.99,,12.87,0,,4.51,,ENE,29.39,101752.66
WBB,06/29/2015 01:25 MDT,85261,31.26,18.25,7.96,49.08,10.09,,12.87,0,,4.42,,NE,29.24,101739.54
WBB,06/29/2015 01:30 MDT,85261,31.08,18.52,6.9,52.49,9.9,,12.95,0,,4.48,,NE,29.09,101739.54
WBB,06/29/2015 01:35 MDT,85260,30.99,18.52,7.53,49.15,10.19,,12.95,0,,4.4,,NE,29.02,101738.34
WBB,06/29/2015 01:40 MDT,85265,30.77,18.67,6.6,48.33,10.29,,12.88,0,,4.33,,NE,28.83,101744.31
WBB,06/29/2015 01:45 MDT,85271,30.77,18.32,4.97,60.5,8.92,,12.95,0,,4.07,,ENE,28.82,101751.47
WBB,06/29/2015 01:50 MDT,85274,30.85,18.03,5.78,63.36,10.48,,12.95,0,,3.91,,ENE,28.88,101755.05
WBB,06/29/2015 01:55 MDT,85275,30.93,17.73,5.68,61.26,8.72,,12.93,0,,3.74,,ENE,28.94,101756.24
WBB,06/29/2015 02:00 MDT,85273,30.92,17.66,6.41,55.41,8.92,,12.95,0,,3.67,,NE,28.93,101753.86
WBB,06/29/2015 02:05 MDT,85277,30.9,17.72,6.58,59.92,9.7,,12.88,0,,3.7,,ENE,28.92,101758.63
WBB,06/29/2015 02:10 MDT,85270,30.87,17.77,7.9,56.73,11.07,,12.95,0,,3.72,,ENE,28.89,101750.28
WBB,06/29/2015 02:15 MDT,85265,30.87,17.6,8.36,54.61,11.07,,12.95,0,,3.58,25.57,NE,28.89,101744.31
WBB,06/29/2015 02:20 MDT,85265,30.82,17.65,7.83,51.95,11.76,,12.92,0,,3.58,,NE,28.85,101744.31
WBB,06/29/2015 02:25 MDT,85260,30.78,17.67,8.32,52.4,12.15,,12.95,0,,3.57,25.49,NE,28.82,101738.34
WBB,06/29/2015 02:30 MDT,85256,30.67,17.8,8.73,51.07,12.54,,12.95,0,,3.58,25.13,NE,28.73,101733.57
WBB,06/29/2015 02:35 MDT,85255,30.52,17.97,8.67,49.52,12.15,,12.9,0,,3.59,24.99,NE,28.61,101732.38
WBB,06/29/2015 02:40 MDT,85251,30.47,18.09,9.46,47.91,14.4,,12.89,0,,3.64,24.51,NE,28.57,101727.6
WBB,06/29/2015 02:45 MDT,85241,30.32,18.35,10.23,46.02,14.31,,12.95,0,,3.72,23.95,NE,28.45,101715.67
WBB,06/29/2015 02:50 MDT,85240,30.2,18.6,10.1,43.89,14.6,,12.88,0,,3.81,23.87,NE,28.36,101714.48
WBB,06/29/2015 02:55 MDT,85244,30.04,18.89,8.35,49.41,12.93,,12.91,0,,3.89,24.6,NE,28.24,101719.25
WBB,06/29/2015 03:00 MDT,85239,29.91,19.09,8.97,46.02,14.11,,12.95,0,,3.93,24.1,NE,28.14,101713.29
WBB,06/29/2015 03:05 MDT,85237,29.92,19.13,10.49,43.61,14.31,,12.95,0,,3.97,23.35,NE,28.15,101710.9
WBB,06/29/2015 03:10 MDT,85234,29.9,19.04,10.7,47.1,15.29,,12.91,0,,3.89,23.23,NE,28.13,101707.32
WBB,06/29/2015 03:15 MDT,85236,29.83,19.14,10.51,48.4,14.11,,12.95,0,,3.91,23.23,NE,28.08,101709.71
WBB,06/29/2015 03:20 MDT,85232,29.73,19.29,11.03,48.65,14.7,,12.88,0,,3.93,22.87,NE,28,101704.93
WBB,06/29/2015 03:25 MDT,85239,29.79,19.21,10.57,49.37,13.62,,12.89,0,,3.92,23.15,NE,28.05,101713.29
WBB,06/29/2015 03:30 MDT,85237,29.67,19.42,10.41,49.56,14.6,,12.96,0,,3.98,23.09,NE,27.96,101710.9
WBB,06/29/2015 03:35 MDT,85235,29.84,18.91,11.04,48.42,14.31,,12.88,0,,3.74,23,NE,28.08,101708.51
WBB,06/29/2015 03:40 MDT,85229,29.91,18.83,12.26,46.19,15.48,,12.89,0,,3.74,22.55,NE,28.13,101701.35
WBB,06/29/2015 03:45 MDT,85242,29.5,19.71,11.02,45.53,15.68,,12.96,0,,4.04,22.6,NE,27.83,101716.87
WBB,06/29/2015 03:50 MDT,85248,29.47,19.73,9.99,45.27,15.38,,12.88,0,,4.03,23.05,NE,27.81,101724.02
WBB,06/29/2015 03:55 MDT,85239,29.08,20.45,11.88,48.07,15.68,,12.91,0,,4.21,21.71,NE,27.53,101713.29
WBB,06/29/2015 04:00 MDT,85248,28.78,20.96,10.39,45.15,14.99,,12.96,0,,4.31,22.03,NE,27.32,101724.02
WBB,06/29/2015 04:05 MDT,85263,28.73,20.99,9.43,42.3,13.91,,12.88,0,,4.29,22.46,NE,27.29,101741.92
WBB,06/29/2015 04:10 MDT,85273,28.14,22.53,6.9,57.11,12.54,,12.89,0,,4.8,,ENE,26.91,101753.86
WBB,06/29/2015 04:15 MDT,85279,27.67,23.42,7.77,60.93,12.93,,12.97,0,,4.95,,ENE,26.62,101761.02
WBB,06/29/2015 04:20 MDT,85283,27.7,23.15,7.54,55.88,11.76,,12.97,0,,4.81,,NE,26.63,101765.79
WBB,06/29/2015 04:25 MDT,85288,27.89,22.58,7.12,55.44,11.07,,12.97,0,,4.62,,NE,26.74,101771.76
WBB,06/29/2015 04:30 MDT,85292,28.2,21.84,7.5,56.57,10.88,,12.92,0,,4.41,,ENE,26.93,101776.53
WBB,06/29/2015 04:35 MDT,85308,29.07,19.87,5.91,62.07,9.99,,12.97,0,,3.8,,ENE,27.51,101795.62
WBB,06/29/2015 04:40 MDT,85312,29.4,19.35,5.64,69.73,9.01,,12.91,0,,3.7,,ENE,27.75,101800.39
WBB,06/29/2015 04:45 MDT,85313,29.72,18.77,6.05,70.9,8.82,,12.97,0,,3.54,,ENE,27.98,101801.59
WBB,06/29/2015 04:50 MDT,85315,29.63,18.86,5.51,63.1,8.62,,12.9,0,,3.53,,ENE,27.91,101803.97
WBB,06/29/2015 04:55 MDT,85318,29.64,18.81,6.65,67.85,10.58,,12.9,0,,3.5,,ENE,27.92,101807.55
WBB,06/29/2015 05:00 MDT,85322,29.15,19.68,6.39,59.88,10.29,,12.97,0,,3.73,,ENE,27.56,101812.33
WBB,06/29/2015 05:05 MDT,85328,29.09,19.65,6.22,58.06,9.5,,12.91,0,,3.66,,ENE,27.52,101819.49
WBB,06/29/2015 05:10 MDT,85337,29,19.63,6.02,58.71,9.41,,12.9,0,,3.57,,ENE,27.45,101830.23
WBB,06/29/2015 05:15 MDT,85345,29.34,19.11,5.42,62.9,9.6,,12.97,0,,3.48,,ENE,27.7,101839.77
WBB,06/29/2015 05:20 MDT,85355,29.24,19.16,5.49,58.03,9.9,,12.97,0,,3.43,,ENE,27.62,101851.7
WBB,06/29/2015 05:25 MDT,85357,29.3,18.94,5.76,61.63,8.33,,12.91,0,,3.32,,ENE,27.66,101854.09
WBB,06/29/2015 05:30 MDT,85359,29.28,18.94,5.78,69.31,8.33,,12.9,0,,3.3,,ENE,27.65,101856.48
WBB,06/29/2015 05:35 MDT,85362,29.46,18.27,5.83,60.48,8.43,,12.93,0,,2.94,,ENE,27.77,101860.06
WBB,06/29/2015 05:40 MDT,85374,29.23,19.02,3.73,77.17,6.47,,12.92,0.13,,3.32,,ENE,27.61,101874.38
WBB,06/29/2015 05:45 MDT,85375,29.25,18.5,4.86,69.33,9.31,,12.97,0.62,,2.95,,ENE,27.61,101875.57
WBB,06/29/2015 05:50 MDT,85372,29.4,18.22,6.01,67.13,9.99,,12.97,1.53,,2.86,,ENE,27.72,101871.99
WBB,06/29/2015 05:55 MDT,85382,29.54,18.02,5.22,67.92,9.41,,12.9,1.96,,2.82,,ENE,27.83,101883.92
WBB,06/29/2015 06:00 MDT,85381,29.52,17.84,6.22,61.23,9.21,,12.98,3.69,,2.66,,ENE,27.81,101882.73
WBB,06/29/2015 06:05 MDT,85388,29.54,17.93,5.42,65.58,8.33,,12.97,5.41,,2.75,,ENE,27.82,101891.08
WBB,06/29/2015 06:10 MDT,85397,29.38,18.48,4.12,71.98,9.6,,12.98,8.08,,3.04,,ENE,27.71,101901.82
WBB,06/29/2015 06:15 MDT,85390,29.23,18.49,6.06,67.91,10.58,,12.97,10.95,,2.92,,ENE,27.6,101893.47
WBB,06/29/2015 06:20 MDT,85389,29.43,18.15,6.1,63.75,8.92,,12.91,13.49,,2.83,,ENE,27.74,101892.28
WBB,06/29/2015 06:25 MDT,85390,29.26,18.52,5.92,63.69,9.41,,12.97,16,,2.97,,ENE,27.62,101893.47
WBB,06/29/2015 06:30 MDT,85393,29.16,18.67,6.72,67.8,9.9,,12.98,18.44,,3,,ENE,27.55,101897.05
WBB,06/29/2015 06:35 MDT,85401,29.16,18.66,6.38,66.2,9.5,,12.92,20.64,,2.99,,ENE,27.55,101906.6
WBB,06/29/2015 06:40 MDT,85411,29.03,19.22,4.49,73.94,8.23,,12.92,22.88,,3.3,,ENE,27.46,101918.53
WBB,06/29/2015 06:45 MDT,85415,29.05,19.04,5.13,67.25,8.33,,12.97,30.9,,3.18,,ENE,27.47,101923.3
WBB,06/29/2015 06:50 MDT,85419,29.04,19.27,6.17,74,9.9,,12.98,82.6,,3.34,,ENE,27.47,101928.07
WBB,06/29/2015 06:55 MDT,85430,29.13,19.15,5.68,73.64,8.72,,12.92,95.1,,3.33,,ENE,27.54,101941.2
WBB,06/29/2015 07:00 MDT,85448,29.23,19.26,3.09,79.52,7.94,,12.98,106.9,,3.49,,E,27.62,101962.68
WBB,06/29/2015 07:05 MDT,85452,29.19,19.38,4.44,83.3,7.45,,12.91,118.2,,3.55,,E,27.59,101967.45
WBB,06/29/2015 07:10 MDT,85457,29.19,19.32,4.79,85.6,7.74,,12.91,130.3,,3.5,,E,27.59,101973.42
WBB,06/29/2015 07:15 MDT,85460,29.09,19.51,5.84,80.9,9.5,,12.97,142.4,,3.56,,E,27.52,101977
WBB,06/29/2015 07:20 MDT,85471,29.2,19.32,4.58,89.9,7.25,,12.97,155.2,,3.51,,E,27.59,101990.12
WBB,06/29/2015 07:25 MDT,85474,29.24,19.34,5.23,83.7,8.62,,12.97,168.3,,3.56,,E,27.62,101993.7
WBB,06/29/2015 07:30 MDT,85477,29.27,19.81,4.17,82.9,7.84,,12.97,181.9,,3.92,,E,27.66,101997.28
WBB,06/29/2015 07:35 MDT,85476,29.39,19.27,4.98,80.4,7.45,,12.91,195,,3.63,,E,27.74,101996.09
WBB,06/29/2015 07:40 MDT,85472,29.48,19.18,5.47,73.34,7.84,,12.89,201.8,,3.64,,ENE,27.81,101991.32
WBB,06/29/2015 07:45 MDT,85475,29.45,19.46,4.97,77.13,8.62,,12.97,217.3,,3.82,,ENE,27.79,101994.9
WBB,06/29/2015 07:50 MDT,85481,29.42,19.61,4.43,85.2,6.86,,12.91,233.8,,3.91,,E,27.77,102002.06
WBB,06/29/2015 07:55 MDT,85486,29.51,20.03,3.39,88.2,6.96,,12.97,247.3,,4.28,,E,27.85,102008.02
WBB,06/29/2015 08:00 MDT,85484,29.85,19.49,3.07,83,8.52,,12.97,262.5,,4.18,,E,28.1,102005.64
WBB,06/29/2015 08:05 MDT,85482,30.05,18.72,3.95,58.79,9.21,,12.92,278.8,,3.78,,ENE,28.24,102003.25
WBB,06/29/2015 08:10 MDT,85486,30.35,18.54,3.19,60.71,7.16,,12.91,296,,3.89,,ENE,28.48,102008.02
WBB,06/29/2015 08:15 MDT,85487,30.33,18.43,4.82,62.72,8.62,,12.96,311.3,,3.79,,ENE,28.46,102009.22
WBB,06/29/2015 08:20 MDT,85488,30.11,19.11,5.18,68.28,8.13,,12.87,326.2,,4.12,,ENE,28.3,102010.41
WBB,06/29/2015 08:25 MDT,85492,30.18,18.85,4.34,61.07,6.86,,12.96,340.4,,3.98,,ENE,28.35,102015.18
WBB,06/29/2015 08:30 MDT,85492,30.32,18.63,4.91,62.87,7.94,,12.88,354.5,,3.93,,ENE,28.46,102015.18
WBB,06/29/2015 08:35 MDT,85486,30.44,18.24,5.75,59.43,8.92,,12.88,369.3,,3.73,,ENE,28.55,102008.02
WBB,06/29/2015 08:40 MDT,85490,30.25,18.91,5.69,62.09,9.8,,12.88,383.9,,4.08,,ENE,28.41,102012.8
WBB,06/29/2015 08:45 MDT,85502,30.51,18.86,4.52,65.22,8.52,,12.95,399.1,,4.26,,ENE,28.62,102027.12
WBB,06/29/2015 08:50 MDT,85504,30.19,19.74,5.09,62.14,8.33,,12.95,412.9,,4.64,,ENE,28.39,102029.5
WBB,06/29/2015 08:55 MDT,85508,30.38,19.71,4.53,63.77,6.56,,12.88,427.6,,4.78,,ENE,28.54,102034.28
WBB,06/29/2015 09:00 MDT,85510,30.33,20.51,4.59,69.22,8.62,,12.95,442.2,,5.3,,ENE,28.53,102036.66
WBB,06/29/2015 09:05 MDT,85511,30.32,20.37,5,64.85,7.94,,12.95,457,,5.2,,ENE,28.51,102037.86
WBB,06/29/2015 09:10 MDT,85512,30.26,20.22,5.85,67.28,8.62,,12.89,471.9,,5.04,,ENE,28.46,102039.05
WBB,06/29/2015 09:15 MDT,85515,30.19,21.01,5.22,73.46,8.52,,12.94,485.9,,5.53,,ENE,28.43,102042.63
WBB,06/29/2015 09:20 MDT,85516,30.5,21.06,4.39,71.58,7.84,,12.86,498.6,,5.83,,ENE,28.69,102043.82
WBB,06/29/2015 09:25 MDT,85513,30.38,20.8,5.6,58.63,8.23,,12.95,501.5,,5.55,,ENE,28.58,102040.24
WBB,06/29/2015 09:30 MDT,85515,30.3,21.51,5.74,64.9,7.94,,12.94,524.3,,5.96,,ENE,28.54,102042.63
WBB,06/29/2015 09:35 MDT,85519,30.32,21.89,5.09,67.28,7.64,,12.94,541.1,,6.23,,ENE,28.57,102047.4
WBB,06/29/2015 09:40 MDT,85513,30.38,21.79,5.8,62.2,9.5,,12.88,554.8,,6.21,,ENE,28.62,102040.24
WBB,06/29/2015 09:45 MDT,85511,30.32,22.07,6.27,65.06,10.19,,12.94,568.2,,6.35,,ENE,28.58,102037.86
WBB,06/29/2015 09:50 MDT,85516,30.38,22.19,6.02,62.55,9.11,,12.94,581.8,,6.48,,ENE,28.63,102043.82
WBB,06/29/2015 09:55 MDT,85516,30.59,21.91,5.05,62.22,8.23,,12.85,595.5,,6.47,,ENE,28.8,102043.82
WBB,06/29/2015 10:00 MDT,85512,30.58,22.18,5.22,66.74,9.31,,12.93,606.9,,6.64,,ENE,28.81,102039.05
WBB,06/29/2015 10:05 MDT,85514,30.91,21.65,4.52,51.92,7.35,,12.85,619.6,,6.57,,NE,29.07,102041.44
WBB,06/29/2015 10:10 MDT,85512,30.91,22.03,5.43,59.68,7.94,,12.86,631.5,,6.82,,ENE,29.09,102039.05
WBB,06/29/2015 10:15 MDT,85524,30.9,22.02,4.41,56.59,7.05,,12.93,643.5,,6.81,,ENE,29.08,102053.37
WBB,06/29/2015 10:20 MDT,85524,31.15,22.04,4.2,69.21,6.96,,12.87,655,,7.03,,ENE,29.3,102053.37
WBB,06/29/2015 10:25 MDT,85521,31.09,22.01,5.78,66.56,8.13,,12.85,665.8,,6.96,,ENE,29.25,102049.79
WBB,06/29/2015 10:30 MDT,85526,31.1,21.76,4.68,67.69,6.96,,12.92,678,,6.8,,ENE,29.24,102055.75
WBB,06/29/2015 10:35 MDT,85532,31.46,21.97,3.33,71.41,6.47,,12.92,690.6,,7.25,,ENE,29.58,102062.91
WBB,06/29/2015 10:40 MDT,85532,31.6,20.9,4.96,54.94,6.96,,12.84,700.3,,6.64,,NE,29.66,102062.91
WBB,06/29/2015 10:45 MDT,85535,31.44,20.99,4.52,59.62,6.66,,12.92,698.7,,6.57,,ENE,29.51,102066.49
WBB,06/29/2015 10:50 MDT,85543,31.82,21.56,2.75,66.4,4.9,,12.84,720.3,,7.28,,ENE,29.9,102076.04
WBB,06/29/2015 10:55 MDT,85544,32.12,20.63,3.17,48.54,4.8,,12.92,729.5,,6.89,,NE,30.13,102077.23
WBB,06/29/2015 11:00 MDT,85545,32.2,20.81,3.61,61.41,5.78,,12.92,739.1,,7.08,,ENE,30.21,102078.43
WBB,06/29/2015 11:05 MDT,85546,32.21,21.15,3.63,66.89,5.88,,12.89,749.3,,7.33,,ENE,30.24,102079.62
WBB,06/29/2015 11:10 MDT,85549,32.35,21.15,2.1,63.16,4.41,,12.83,758.3,,7.44,,ENE,30.38,102083.2
WBB,06/29/2015 11:15 MDT,85545,32.86,19.75,3.09,68.35,5.2,,12.91,768.3,,6.88,,ENE,30.78,102078.43
WBB,06/29/2015 11:20 MDT,85544,32.44,21.43,3.24,79.21,5,,12.83,776.8,,7.71,,E,30.49,102077.23
WBB,06/29/2015 11:25 MDT,85540,32.43,20.76,3.97,76.85,6.37,,12.83,785.9,,7.24,,ENE,30.43,102072.46
WBB,06/29/2015 11:30 MDT,85539,32.51,21.08,3.46,89.4,5.49,,12.9,793.5,,7.53,,E,30.53,102071.27
WBB,06/29/2015 11:35 MDT,85541,32.51,20.92,2.42,111.4,4.41,,12.9,802,,7.42,,ESE,30.52,102073.65
WBB,06/29/2015 11:40 MDT,85538,32.91,20.68,2.64,97.4,4.31,,12.83,807,,7.59,,E,30.9,102070.07
WBB,06/29/2015 11:45 MDT,85531,32.74,21.16,3.83,91.4,6.37,,12.89,809,,7.78,,E,30.76,102061.72
WBB,06/29/2015 11:50 MDT,85531,32.59,21.14,3.24,75.8,6.08,,12.89,820,,7.64,,ENE,30.61,102061.72
WBB,06/29/2015 11:55 MDT,85533,33.04,21.14,2.88,78.74,5,,12.84,827,,8.02,,ENE,31.06,102064.11
WBB,06/29/2015 12:00 MDT,85531,33.07,20.89,3.16,83.4,5.29,,12.89,830,,7.87,,E,31.08,102061.72
WBB,06/29/2015 12:05 MDT,85530,32.94,21.2,4.23,78.25,6.37,,12.82,834,,7.97,,ENE,30.97,102060.53
WBB,06/29/2015 12:10 MDT,85531,32.87,20.98,2.78,85.8,7.16,,12.89,839,,7.76,,E,30.88,102061.72
WBB,06/29/2015 12:15 MDT,85530,33.52,20.87,2.19,77.83,4.51,,12.89,843,,8.23,,ENE,31.54,102060.53
WBB,06/29/2015 12:20 MDT,85529,33.49,20.73,3.53,75.93,6.37,,12.8,855,,8.11,,ENE,31.49,102059.33
WBB,06/29/2015 12:25 MDT,85525,33.37,21.06,2.69,68.55,5.29,,12.8,859,,8.24,,ENE,31.4,102054.56
WBB,06/29/2015 12:30 MDT,85527,33.58,20.5,3.04,90.1,4.51,,12.88,859,,8.02,,E,31.57,102056.95
WBB,06/29/2015 12:35 MDT,85524,33.7,21.17,3.19,94.4,5.39,,12.8,863,,8.59,,E,31.75,102053.37
WBB,06/29/2015 12:40 MDT,85524,34.01,19.86,2.21,112.8,4.12,,12.85,867,,7.92,,ESE,31.96,102053.37
WBB,06/29/2015 12:45 MDT,85522,34.01,20.59,3.23,130,4.9,,12.87,870,,8.45,,SE,32.03,102050.98
WBB,06/29/2015 12:50 MDT,85520,33.78,20.26,3.12,94.4,4.9,,12.8,860,,8.02,,E,31.75,102048.59
WBB,06/29/2015 12:55 MDT,85515,34.08,19.82,2.51,125.6,4.6,,12.81,862,,7.95,,SE,32.03,102042.63
WBB,06/29/2015 13:00 MDT,85508,34.39,19.34,2.55,157.8,4.9,,12.87,872,,7.85,,SSE,32.31,102034.28
WBB,06/29/2015 13:05 MDT,85501,34.55,19.3,3.12,134.8,5.29,,12.81,877,,7.95,,SE,32.48,102025.92
WBB,06/29/2015 13:10 MDT,85496,34.31,18.79,3.23,129.9,5.59,,12.81,879,,7.36,,SE,32.18,102019.96
WBB,06/29/2015 13:15 MDT,85495,34.23,19.57,2.31,130.4,5.2,,12.87,877,,7.89,,SE,32.16,102018.76
WBB,06/29/2015 13:20 MDT,85492,34.93,19.33,2.03,149.8,4.21,,12.78,877,,8.29,,SSE,32.89,102015.18
WBB,06/29/2015 13:25 MDT,85488,35.69,17.93,2.08,169.5,3.72,,12.81,874,,7.83,,S,33.57,102010.41
WBB,06/29/2015 13:30 MDT,85479,35.5,18.63,2.88,147.5,4.51,,12.82,857,,8.23,,SSE,33.44,101999.67
WBB,06/29/2015 13:35 MDT,85470,35.05,18.54,2.57,123.6,4.8,,12.79,871,,7.78,,ESE,32.94,101988.93
WBB,06/29/2015 13:40 MDT,85469,35.52,17.37,2.36,105.7,4.02,,12.81,877,,7.23,,ESE,33.32,101987.74
WBB,06/29/2015 13:45 MDT,85467,35.14,17.65,1.76,59.45,3.13,,12.86,874,,7.15,,ENE,32.94,101985.35
WBB,06/29/2015 13:50 MDT,85464,35.77,17.75,1.03,110.7,2.35,,12.87,869,,7.75,,ESE,33.63,101981.77
WBB,06/29/2015 13:55 MDT,85456,36.58,16.17,0.61,221.5,1.67,,12.8,858,,7.06,,SW,34.32,101972.23
WBB,06/29/2015 14:00 MDT,85453,37.56,15.92,0.71,134.3,1.96,,12.86,845,,7.64,,SE,35.37,101968.65
WBB,06/29/2015 14:05 MDT,85448,37.17,15.94,2.27,147.3,3.92,,12.78,848,,7.34,,SSE,34.94,101962.68
WBB,06/29/2015 14:10 MDT,85443,36.44,16.65,2.73,163.7,4.21,,12.81,855,,7.37,,SSE,34.23,101956.71
WBB,06/29/2015 14:15 MDT,85438,36.5,15.91,2.8,179.1,4.31,,12.86,856,,6.76,,S,34.21,101950.75
WBB,06/29/2015 14:20 MDT,85432,36.56,15.87,2.16,181.8,3.82,,12.79,834,,6.78,,S,34.27,101943.59
WBB,06/29/2015 14:25 MDT,85429,36.97,15.75,1.95,197.1,4.21,,12.86,828,,7,,SSW,34.69,101940.01
WBB,06/29/2015 14:30 MDT,85430,37.08,15.69,1.24,228.2,3.13,,12.85,832,,7.04,,SW,34.81,101941.2
WBB,06/29/2015 14:35 MDT,85428,36.21,16.17,3,317.1,4.8,,12.77,840,,6.76,,NW,33.93,101938.81
WBB,06/29/2015 14:40 MDT,85423,36.47,16.35,1.16,320.6,3.43,,12.86,822,,7.13,,NW,34.23,101932.85
WBB,06/29/2015 14:45 MDT,85416,37.3,15.72,2.15,234.3,4.12,,12.85,801,,7.24,,SW,35.05,101924.49
WBB,06/29/2015 14:50 MDT,85411,36.13,16.09,1.88,239.6,4.21,,12.77,824,,6.62,,WSW,33.83,101918.53
WBB,06/29/2015 14:55 MDT,85407,36.67,15.4,1.93,281.9,4.9,,12.82,817,,6.43,,WNW,34.33,101913.76
WBB,06/29/2015 15:00 MDT,85401,37.07,15.14,0.94,281.9,2.55,,12.79,806,,6.51,,WNW,34.72,101906.6
WBB,06/29/2015 15:05 MDT,85397,37.03,15.29,2.27,336.1,4.51,,12.78,798.2,,6.62,,NNW,34.7,101901.82
WBB,06/29/2015 15:10 MDT,85389,36.4,15.63,1.77,19.03,3.23,,12.78,793.8,,6.43,,NNE,34.07,101892.28
WBB,06/29/2015 15:15 MDT,85379,36.29,15.8,2.48,46.53,3.33,,12.85,787.7,,6.49,,NE,33.97,101880.34
WBB,06/29/2015 15:20 MDT,85377,36.77,15.33,1.27,345.8,3.63,,12.85,778.1,,6.45,,NNW,34.42,101877.96
WBB,06/29/2015 15:25 MDT,85374,36.92,14.99,2.64,256,4.51,,12.77,769.2,,6.25,,WSW,34.54,101874.38
WBB,06/29/2015 15:30 MDT,85373,36.08,15.17,2.79,245.6,4.21,,12.85,768.4,,5.74,,WSW,33.68,101873.18
WBB,06/29/2015 15:35 MDT,85368,36.79,14.89,1.61,244,4.02,,12.78,758.8,,6.05,,WSW,34.39,101867.22
WBB,06/29/2015 15:40 MDT,85359,37.11,14.75,2.56,207.4,4.7,,12.8,747.1,,6.17,,SSW,34.72,101856.48
WBB,06/29/2015 15:45 MDT,85353,37.06,14.51,2.34,151.3,4.6,,12.84,735.4,,5.9,,SSE,34.63,101849.32
WBB,06/29/2015 15:50 MDT,85349,36.97,14.94,1.9,171.9,4.7,,12.84,727.8,,6.24,,S,34.59,101844.55
WBB,06/29/2015 15:55 MDT,85348,37.79,15.28,1.67,330.4,4.41,,12.76,715.5,,7.23,,NNW,35.53,101843.35
WBB,06/29/2015 16:00 MDT,85343,37.7,14.74,1.69,338.7,3.33,,12.85,706.9,,6.64,,NNW,35.35,101837.39
WBB,06/29/2015 16:05 MDT,85337,37.35,14.68,2.18,343.5,3.53,,12.77,700.4,,6.3,,NNW,34.96,101830.23
WBB,06/29/2015 16:10 MDT,85337,37.34,14.67,2.18,253.4,3.92,,12.76,691,,6.28,,WSW,34.95,101830.23
WBB,06/29/2015 16:15 MDT,85334,37.39,14.86,1.09,212.5,2.55,,12.84,673.8,,6.51,,SSW,35.03,101826.65
WBB,06/29/2015 16:20 MDT,85328,37.86,14.4,1.5,347,3.43,,12.76,654.9,,6.43,,NNW,35.47,101819.49
WBB,06/29/2015 16:25 MDT,85322,38.44,14.16,0.67,305.3,1.67,,12.76,648.2,,6.66,,NW,36.07,101812.33
WBB,06/29/2015 16:30 MDT,85314,38.36,14.13,2.05,283.7,4.12,,12.76,632.5,,6.57,,WNW,35.97,101802.78
WBB,06/29/2015 16:35 MDT,85311,37.22,14.49,2.91,254,5.59,,12.78,623.7,,6.01,,WSW,34.8,101799.2
WBB,06/29/2015 16:40 MDT,85308,36.86,14.68,2.86,248.5,4.31,,12.75,623.4,,5.9,,WSW,34.44,101795.62
WBB,06/29/2015 16:45 MDT,85302,36.97,14.69,2.7,250,5.78,,12.84,613.6,,6,,WSW,34.56,101788.46
WBB,06/29/2015 16:50 MDT,85299,37,14.45,3.42,255.4,5,,12.84,608.4,,5.79,,WSW,34.56,101784.88
WBB,06/29/2015 16:55 MDT,85295,36.88,14.37,2.13,248.7,5.49,,12.76,596.4,,5.61,,WSW,34.43,101780.11
WBB,06/29/2015 17:00 MDT,85288,37.72,13.96,2.38,266.5,5.49,,12.84,583.4,,5.88,,W,35.26,101771.76
WBB,06/29/2015 17:05 MDT,85278,36.92,14.18,3.32,227.7,5.68,,12.77,561.4,,5.46,,SW,34.45,101759.82
WBB,06/29/2015 17:10 MDT,85272,37.27,14.25,2.26,287.8,5,,12.78,538.8,,5.81,,WNW,34.82,101752.66
WBB,06/29/2015 17:15 MDT,85266,37.2,14.35,2.38,327.6,4.12,,12.84,530.9,,5.85,,NNW,34.76,101745.5
WBB,06/29/2015 17:20 MDT,85258,37.23,14.38,2.32,27.11,3.92,,12.75,525,,5.91,,NNE,34.8,101735.96
WBB,06/29/2015 17:25 MDT,85251,37.05,14.5,2.68,22.38,3.82,,12.84,519.6,,5.88,,NNE,34.62,101727.6
